"age","inc","educ","fsize","marr","twoearn","db","pira","hown"
33,31440,16,2,1,1,0,1,1
62,21780,14,2,1,0,0,0,1
38,18930,12,4,0,0,0,0,0
60,43425,11,4,1,1,0,1,1
64,30192,16,2,1,0,0,0,0
42,20331,12,3,0,0,1,0,1
43,25908,13,3,0,0,1,0,1
27,24651,14,1,0,0,0,0,1
61,38880,13,2,0,0,1,0,1
64,21111,14,1,0,0,0,0,1
55,32400,16,4,0,0,1,0,1
30,24000,16,1,0,0,0,0,1
53,11538,13,2,0,0,0,0,1
38,74724,18,2,1,1,0,1,1
39,159696,16,2,1,1,0,1,1
35,54750,12,5,1,1,0,0,1
33,52494,14,4,1,1,0,1,1
43,99153,18,2,1,1,1,1,1
27,14760,13,5,0,0,0,0,0
55,21552,11,8,1,1,0,0,1
56,11490,12,2,1,1,0,0,1
35,22443,12,5,1,0,0,1,1
34,77334,12,3,1,1,0,1,1
43,22650,12,5,1,1,0,0,1
28,28530,12,3,1,1,0,1,1
37,48180,18,4,1,0,0,1,1
37,54621,18,4,0,0,0,1,1
43,5766,14,3,0,0,0,0,0
47,16956,12,2,1,0,0,0,1
26,24309,12,3,1,0,0,0,0
31,19140,12,1,0,0,1,0,1
49,37458,12,2,0,0,1,0,1
51,28659,14,1,0,0,1,0,0
27,10401,15,1,0,0,0,0,0
38,12750,4,2,0,0,0,0,1
49,110760,18,4,1,1,0,1,1
55,15150,9,4,1,0,0,0,1
52,11115,6,1,0,0,0,0,0
64,34881,8,2,1,0,0,1,1
54,53475,12,2,1,1,0,0,1
35,8700,12,2,0,0,0,0,1
30,15822,15,4,1,0,0,0,1
38,12816,10,4,1,0,0,0,1
34,45045,16,4,1,0,0,1,1
40,22689,14,8,0,0,0,0,0
63,21630,15,2,0,0,0,0,1
62,9894,8,3,0,0,0,0,1
44,44205,12,4,1,1,0,0,0
46,87150,15,2,1,1,0,1,1
26,35820,13,1,0,0,0,0,0
39,16692,12,2,1,1,0,1,1
31,11451,10,4,0,0,0,0,0
28,24690,18,1,0,0,0,0,1
35,9102,15,2,0,0,0,0,0
46,35709,17,2,1,0,0,1,1
43,11454,12,5,1,0,0,0,1
32,24108,18,1,0,0,0,1,0
51,19956,12,3,1,0,0,0,1
32,12885,12,2,1,0,0,0,1
34,33105,11,5,1,0,0,0,1
28,921,13,1,0,0,0,0,0
50,70902,15,4,1,1,0,1,1
39,42009,18,1,0,0,1,1,1
26,16095,12,3,1,0,0,0,0
41,26148,12,3,0,0,1,1,0
44,27411,12,6,1,1,0,0,1
46,14424,8,4,1,0,0,0,1
59,84159,14,2,1,0,0,0,1
43,37776,12,4,1,1,1,0,1
48,26916,16,1,0,0,1,1,0
39,62130,18,5,1,0,0,0,1
46,38997,12,3,1,0,0,1,1
43,52260,14,5,1,0,0,1,0
28,14877,16,2,1,0,0,0,0
32,11475,12,4,1,0,0,0,1
27,11454,10,5,1,0,0,0,0
30,5214,12,3,0,0,0,0,0
50,60300,12,2,1,1,0,1,1
52,25020,12,1,0,0,1,0,0
36,10212,14,4,1,0,0,0,1
46,81162,18,4,1,1,0,1,1
55,12780,8,3,1,0,0,0,1
61,27654,14,1,0,0,0,1,1
40,40620,11,4,1,1,0,0,1
41,24012,15,3,0,0,0,0,1
34,17136,14,3,0,0,1,0,0
43,19563,16,1,0,0,0,0,0
56,18402,12,4,1,1,0,0,1
27,30162,8,5,1,0,0,0,0
40,35670,6,8,1,0,0,0,1
27,39408,16,4,1,1,0,0,1
33,19767,13,3,1,1,0,0,0
45,22506,12,4,1,0,0,1,1
42,29076,12,3,1,1,0,0,1
38,12312,12,1,0,0,0,0,0
41,44760,18,4,1,1,0,0,1
33,31536,14,6,1,1,0,0,0
35,89118,16,3,1,0,0,0,0
61,28500,13,2,1,1,0,1,1
54,32520,12,2,1,1,0,0,1
34,16395,16,4,1,0,0,0,0
50,19920,12,5,1,1,0,0,1
38,18927,12,2,0,0,0,0,0
42,23004,12,4,1,0,0,0,0
42,24408,12,1,0,0,0,0,0
35,51360,16,1,0,0,0,1,1
58,20016,5,2,1,0,0,0,0
40,12240,4,4,1,0,0,0,0
54,18255,12,3,0,0,1,0,1
45,33822,14,3,0,0,0,1,1
29,10350,16,6,1,0,0,0,0
38,10245,7,3,1,0,0,0,0
49,8535,10,1,0,0,0,0,0
46,28800,12,2,0,0,1,0,1
29,89280,13,1,0,0,1,0,0
50,22824,12,1,0,0,1,1,1
60,8850,11,1,0,0,0,0,1
31,22572,14,2,0,0,0,0,0
48,28017,12,1,0,0,0,0,0
32,24045,13,1,0,0,1,0,1
34,37533,11,2,1,1,0,0,1
50,14391,12,1,0,0,0,0,1
41,28551,12,4,1,0,0,1,1
36,8976,12,1,0,0,0,0,0
57,43350,12,2,1,0,0,1,1
32,18750,9,3,0,0,0,0,0
25,26400,9,1,0,0,0,0,0
55,29634,16,2,0,0,0,0,1
57,16500,13,2,1,1,0,0,1
26,5919,12,3,0,0,0,0,0
45,95184,16,5,1,1,0,1,1
51,13479,13,1,0,0,0,0,0
43,14292,12,3,1,0,0,0,1
41,22800,12,1,0,0,0,0,0
57,27927,7,4,1,1,0,0,1
56,19434,14,5,1,0,0,0,0
27,15300,12,1,0,0,0,0,0
43,11103,14,4,0,0,0,0,0
54,36996,13,5,1,1,0,0,1
51,16500,12,5,1,0,0,0,0
28,41232,12,2,1,1,0,0,0
46,12927,12,4,1,0,0,1,1
62,17340,12,1,0,0,1,0,0
64,4779,10,6,0,0,0,0,1
25,27726,12,5,1,0,0,0,0
48,72810,12,3,1,1,0,0,0
38,42906,12,4,1,0,0,0,1
48,65370,14,4,1,1,0,0,1
42,116262,18,4,1,1,0,0,0
59,9705,1,1,0,0,0,0,0
54,27732,11,2,1,0,1,0,1
31,16527,12,1,0,0,0,0,0
49,56646,12,2,1,1,1,0,1
59,100941,12,2,1,1,0,1,1
58,58959,12,2,1,0,0,0,1
43,21792,12,1,0,0,1,0,0
48,16665,12,3,1,0,0,0,1
25,14895,14,1,0,0,0,0,0
58,13404,11,1,0,0,0,1,1
41,10200,12,2,0,0,0,0,0
34,13818,12,3,1,0,0,0,1
34,16686,10,4,1,1,0,0,0
57,43968,14,2,1,0,0,0,0
57,27366,12,2,1,0,0,0,1
34,16320,14,1,0,0,0,0,0
49,41658,16,1,0,0,0,0,0
55,4359,12,1,0,0,0,0,0
29,28005,12,5,1,0,0,0,0
37,30540,14,3,1,1,0,0,1
64,13122,12,2,1,0,0,0,1
43,84900,18,3,1,1,1,1,1
52,27780,15,1,0,0,0,0,0
28,21267,12,1,0,0,0,0,0
54,23358,13,4,0,0,0,0,1
41,25272,12,3,0,0,0,0,1
30,23268,12,3,1,1,0,0,0
25,33750,16,1,0,0,0,0,0
52,100596,18,2,0,0,0,0,1
28,39618,13,3,0,0,0,0,1
42,66111,17,4,1,1,0,0,1
47,38946,12,4,1,1,0,1,1
42,15306,10,1,1,0,0,0,0
36,34488,11,5,1,1,0,0,1
48,16560,18,2,0,0,0,0,0
41,95706,16,5,1,0,0,1,0
53,37482,12,3,1,1,0,1,1
26,30720,16,1,0,0,0,0,1
59,15450,12,1,0,0,0,0,1
47,20910,12,4,1,1,0,1,1
36,6411,13,2,0,0,0,0,0
27,6780,12,5,1,0,0,0,1
59,13776,7,1,0,0,0,0,1
38,8670,12,7,0,0,0,0,0
46,7638,13,4,0,0,0,0,0
32,95961,17,2,1,1,1,1,0
52,11910,12,1,0,0,1,0,1
64,49365,14,2,1,0,1,1,1
29,31740,12,5,1,0,0,0,1
34,15390,10,1,0,0,0,0,0
28,71259,16,2,1,1,0,0,1
42,43500,14,4,1,0,0,1,1
52,10806,13,4,1,0,0,0,0
62,69960,16,9,1,0,1,0,1
53,13110,12,3,0,0,0,0,1
43,4836,11,5,1,0,0,0,1
47,14040,12,1,0,0,0,0,0
63,17733,10,2,1,0,0,0,1
60,13290,7,1,0,0,0,0,1
59,25785,12,2,1,0,0,0,1
26,20724,12,1,0,0,0,0,0
64,7674,2,1,0,0,0,0,0
28,21300,11,3,1,1,0,0,0
51,23460,12,3,1,1,0,0,0
30,25500,12,2,0,0,0,0,0
45,29400,16,2,0,0,0,0,0
41,29715,15,1,0,0,1,0,1
28,42051,14,2,0,0,0,0,1
27,6096,12,1,0,0,1,0,1
61,18360,9,1,0,0,0,0,0
45,76428,18,2,1,1,1,1,1
44,20505,12,1,0,0,1,0,0
43,25245,10,1,0,0,0,0,0
29,10080,12,2,0,0,0,0,0
58,20067,17,3,0,0,0,0,1
55,22188,11,5,1,1,1,0,1
28,27246,14,4,1,1,0,0,0
55,38679,12,1,0,0,1,1,1
37,69120,16,3,1,1,0,0,0
46,24126,12,8,1,0,0,0,0
29,7290,12,3,1,0,0,0,0
32,30927,16,1,0,0,0,0,0
36,93648,18,2,1,1,0,1,0
56,32436,8,2,1,0,0,0,1
27,97950,12,1,0,0,1,0,0
25,5700,15,2,0,0,0,0,0
57,61500,13,3,1,0,0,1,1
50,18450,14,1,0,0,0,0,1
34,24048,11,7,1,1,0,0,1
51,75162,13,2,1,1,0,1,1
37,15003,14,1,0,0,0,0,0
29,23172,16,1,0,0,0,0,0
33,12360,11,3,0,0,0,0,0
32,12960,12,3,1,0,0,0,1
47,22092,14,3,0,0,0,0,1
30,36066,10,2,1,1,0,0,1
60,5472,12,1,0,0,0,0,0
41,27045,15,1,0,0,0,0,0
43,34608,12,4,1,0,0,0,0
60,62700,16,3,1,0,0,1,1
57,27696,13,1,0,0,1,1,0
37,21000,17,2,0,0,0,0,1
63,28908,16,1,0,0,1,0,0
61,33090,12,2,1,0,0,1,1
28,4869,14,1,0,0,0,0,0
40,19125,12,2,0,0,0,0,0
48,29496,18,2,0,0,0,1,1
43,56589,12,4,1,1,0,1,1
49,9228,7,1,0,0,0,0,0
31,16029,13,1,0,0,0,0,0
40,40662,16,3,0,0,1,0,0
37,17850,12,4,1,0,0,0,1
47,33930,12,4,1,0,0,0,1
38,29028,17,1,0,0,1,0,1
38,99330,18,3,1,1,1,1,1
41,42060,16,4,1,1,1,1,1
35,23091,16,3,0,0,0,0,0
51,4137,6,3,1,0,0,0,1
47,13800,12,1,0,0,0,0,0
44,13005,12,1,0,0,0,0,0
26,37350,16,1,0,0,1,0,1
39,7665,17,3,0,0,0,0,0
63,37320,8,2,1,0,0,0,1
61,48582,12,2,1,1,1,0,1
39,27546,12,1,0,0,0,1,1
26,1275,16,1,0,0,0,0,0
42,18000,1,1,0,0,0,0,1
42,56550,16,4,1,0,0,1,1
44,98880,15,2,1,1,0,0,1
58,16800,6,2,1,0,0,1,1
44,48135,18,1,0,0,0,0,0
34,20880,12,3,1,1,0,0,0
27,11631,11,5,1,0,0,0,0
25,3600,8,5,1,0,0,0,1
38,31896,15,5,1,1,1,0,1
41,30000,12,3,0,0,1,1,0
31,12036,6,6,1,0,0,0,1
41,70671,14,4,1,1,1,0,1
37,35739,17,2,1,1,1,0,1
27,31830,15,3,1,1,0,1,1
38,32805,12,4,1,1,0,0,0
47,51654,13,4,1,0,0,1,1
63,18549,3,2,1,0,0,0,1
25,14790,12,1,0,0,0,0,1
38,20478,12,3,0,0,0,0,0
63,41790,13,2,1,0,0,1,1
31,8088,17,1,0,0,1,0,0
29,29355,12,5,1,1,0,0,0
32,66897,16,3,1,0,0,0,1
32,34938,14,4,1,0,0,0,0
29,25668,12,3,1,1,0,0,0
47,123690,14,2,1,1,0,0,1
46,43896,17,3,1,1,1,0,0
32,40104,12,4,1,1,0,0,1
36,57624,12,1,0,0,0,0,1
30,22074,12,1,0,0,0,0,1
59,40854,12,2,1,1,0,1,1
32,14664,14,2,0,0,0,0,0
31,47676,14,3,1,1,1,0,0
36,47733,14,2,1,1,0,0,1
63,20724,12,4,1,0,0,0,0
40,6774,10,3,0,0,0,0,0
32,4890,10,1,0,0,0,0,0
33,42183,14,1,0,0,0,0,0
38,22776,12,4,1,0,0,0,1
59,16650,12,2,0,0,1,0,0
46,11592,12,3,0,0,0,0,1
35,15144,15,4,1,0,0,1,0
28,45045,16,1,0,0,0,0,0
41,52089,16,4,1,1,0,0,1
31,58980,1,4,1,1,0,1,1
40,61398,14,4,1,0,0,0,1
59,6684,12,5,1,1,0,0,0
49,25704,13,1,0,0,1,0,1
51,45102,13,2,1,0,0,0,1
56,41466,12,4,1,1,0,0,1
38,13080,15,1,0,0,0,0,0
37,15882,15,4,0,0,0,0,1
40,115584,14,2,1,1,0,0,1
30,16500,9,1,0,0,0,0,1
33,40470,14,3,1,0,0,0,1
29,25614,18,1,0,0,1,0,0
41,20928,10,1,0,0,1,0,0
26,26409,13,1,0,0,0,0,0
36,36045,12,4,1,0,0,1,1
48,9600,9,2,1,0,0,0,0
30,28356,12,4,1,0,0,0,0
31,32202,11,3,1,1,0,0,0
35,38244,16,3,1,1,0,0,0
64,12171,12,1,0,0,0,1,1
37,15720,10,4,0,0,0,0,0
40,30936,13,4,0,0,1,0,1
27,23850,14,3,1,1,0,0,0
37,25920,18,1,0,0,0,0,0
34,53562,17,1,0,0,0,0,0
61,25092,12,4,0,0,0,0,1
30,27093,13,4,1,1,0,0,1
33,40902,12,4,1,0,0,0,0
25,30219,14,4,1,1,0,0,1
59,10788,10,1,0,0,1,0,0
56,21600,6,4,1,1,0,0,0
36,18750,15,1,0,0,0,1,1
42,32025,14,1,0,0,0,1,0
32,27960,12,1,0,0,0,0,0
50,53940,11,3,1,1,0,0,1
27,19962,12,2,0,0,0,0,0
61,58680,12,2,1,1,1,1,1
57,19440,12,5,0,0,1,0,1
46,57513,12,4,1,1,0,0,1
29,14556,14,1,0,0,0,0,0
42,51492,16,4,1,1,0,0,1
53,22872,12,6,1,1,0,0,1
44,30600,14,1,0,0,0,0,0
28,20148,12,5,1,1,1,0,0
30,11820,12,3,0,0,0,0,0
42,56046,16,2,1,1,1,0,1
48,44376,12,1,0,0,0,0,1
62,25920,13,2,1,1,0,1,1
45,50025,12,2,1,1,0,0,1
55,68760,9,2,1,0,0,0,0
28,17859,13,3,0,0,0,0,1
57,89514,16,3,1,0,0,1,1
32,18294,12,2,0,0,1,0,0
33,34269,13,4,1,1,0,0,1
33,77007,18,2,1,1,1,0,1
50,41775,12,1,0,0,1,1,1
40,14283,12,1,0,0,0,0,0
25,8670,3,10,0,0,0,0,0
39,8700,10,2,0,0,0,0,0
44,78099,17,5,1,1,1,1,1
38,24462,14,4,1,1,1,0,0
46,30600,6,4,1,0,0,0,1
42,6801,12,3,0,0,0,0,0
59,27942,12,2,1,0,0,0,1
48,13215,12,3,0,0,1,0,1
32,34788,12,2,1,0,0,0,1
41,63939,17,4,1,1,1,0,1
29,15312,12,3,1,0,0,0,1
40,38400,12,4,1,0,0,0,1
61,16014,11,6,0,0,0,1,1
39,15504,12,5,0,0,1,0,0
45,22812,12,5,1,0,0,0,0
31,25158,13,3,1,0,0,0,1
27,25953,6,4,1,1,0,0,0
34,15558,17,1,0,0,0,0,0
49,69555,18,4,1,1,1,0,1
61,8739,10,2,1,0,0,1,1
27,22200,16,1,0,0,0,0,0
27,14430,16,2,1,0,0,0,0
35,33843,10,2,0,0,1,0,0
31,26058,12,1,0,0,0,0,0
46,30600,13,3,0,0,0,0,1
57,74718,12,3,1,1,0,1,1
63,26823,11,1,0,0,1,0,0
34,12360,16,1,0,0,0,0,0
48,5568,12,3,0,0,0,1,0
39,77919,17,6,1,1,0,0,1
29,18450,16,3,1,0,0,0,1
50,41217,7,4,1,1,0,0,1
38,18438,11,6,1,0,0,0,0
33,20736,13,1,0,0,1,0,0
38,20577,12,5,1,0,0,0,0
60,24432,15,2,1,1,0,0,1
30,63750,16,1,0,0,1,1,0
26,28356,16,2,1,1,0,0,0
38,36648,12,4,1,1,0,0,1
29,40074,13,2,1,0,0,0,0
33,12264,6,5,1,0,0,0,0
49,30063,14,1,0,0,1,1,1
32,14529,12,4,0,0,0,0,0
31,32256,12,3,1,0,0,0,0
40,22752,12,4,0,0,1,0,1
59,31350,12,1,0,0,0,1,0
35,15690,12,3,0,0,0,0,1
25,17793,18,1,0,0,0,0,0
59,13020,9,6,1,0,0,0,1
36,22152,14,5,1,1,0,0,0
35,36000,18,1,0,0,0,0,0
48,7113,16,1,0,0,0,0,0
47,28182,18,1,0,0,0,0,0
35,74178,14,4,1,0,0,0,1
41,84495,18,6,1,1,1,0,1
64,21102,12,2,1,0,1,0,1
58,59952,12,2,1,1,0,1,1
41,10200,10,4,0,0,0,0,1
48,9354,16,3,0,0,0,0,0
44,46800,18,3,1,1,0,1,1
49,45150,12,4,1,0,0,1,1
25,19926,18,1,0,0,0,0,0
40,26073,12,1,0,0,1,0,1
52,38610,12,2,0,0,0,0,1
31,21630,12,1,0,0,0,0,0
36,25812,16,3,1,0,0,0,0
44,5760,12,5,0,0,0,0,1
44,46740,18,1,0,0,1,0,0
45,25728,18,5,1,1,1,1,1
47,41670,10,6,1,0,0,0,1
35,29925,12,2,1,1,0,0,1
35,14610,12,1,0,0,0,0,0
46,41622,11,5,1,0,0,1,1
37,42459,12,5,1,1,0,0,1
49,36336,11,6,1,1,0,0,1
35,27624,12,5,1,0,0,0,1
42,23313,12,3,0,0,0,0,0
43,19074,14,1,0,0,0,0,0
33,33225,16,5,1,1,0,0,1
40,59685,14,3,1,1,0,0,1
41,10830,6,5,1,0,0,0,0
39,61863,16,6,1,0,0,1,0
46,19371,6,6,1,0,0,0,0
33,17100,15,3,0,0,0,0,0
39,9000,12,1,0,0,0,0,0
61,42744,12,3,1,0,0,1,1
29,12000,18,1,0,0,0,0,0
41,13260,13,2,0,0,0,0,1
45,36495,12,3,0,0,1,0,0
46,22170,18,2,0,0,0,0,1
26,22080,12,3,0,0,1,0,0
39,42120,15,4,1,1,0,1,1
25,9660,12,1,0,0,0,0,0
39,13338,12,6,0,0,0,0,0
32,36945,14,4,1,0,0,0,0
52,22791,6,4,1,0,0,0,0
28,3765,16,3,0,0,0,0,0
45,17685,12,1,0,0,0,0,0
45,50397,13,2,1,0,0,0,1
41,18660,6,5,1,0,0,0,1
43,3825,9,5,1,0,0,0,0
36,32073,12,4,1,1,0,0,0
34,16845,11,1,0,0,1,0,1
31,21969,6,10,1,1,0,0,0
61,6132,11,2,0,0,0,0,0
27,16056,11,4,1,0,0,0,1
29,102996,12,4,1,0,0,0,1
38,36924,10,3,1,1,0,0,1
63,51528,12,2,1,1,0,0,1
27,38442,17,2,1,1,1,0,0
46,47520,15,4,1,1,1,1,1
26,14310,18,1,0,0,0,0,0
28,19131,13,3,1,0,0,0,1
59,26664,12,1,0,0,1,0,1
43,29280,12,4,1,0,0,0,0
42,13203,13,1,0,0,0,0,1
47,10848,12,5,0,0,0,0,1
48,34941,12,3,1,1,0,0,1
58,8745,8,6,1,0,0,0,1
31,33036,16,1,0,0,0,1,1
38,15300,17,1,0,0,0,0,1
41,14484,12,3,1,0,0,0,1
42,33015,14,2,1,1,1,0,1
40,63204,18,1,0,0,1,1,0
40,15306,12,2,0,0,0,0,0
53,34185,12,1,0,0,1,0,1
57,92160,12,2,1,1,0,0,0
25,28830,13,1,0,0,0,0,0
37,29868,11,3,1,1,0,0,0
28,16320,11,1,0,0,0,0,1
35,16749,13,3,1,0,0,0,1
54,18288,9,2,0,0,0,0,1
31,25308,12,2,1,1,0,0,0
45,60654,10,2,1,1,1,1,1
28,19500,12,1,0,0,0,0,0
31,22575,10,3,1,1,0,0,1
33,17745,12,5,1,1,0,1,0
50,49164,14,4,1,0,0,0,1
54,7923,11,1,0,0,0,0,1
30,24912,14,1,0,0,1,1,1
27,35310,14,2,1,1,1,0,0
39,37569,12,4,1,1,0,0,0
35,31398,17,4,1,0,0,1,1
50,23148,14,3,1,1,0,0,1
40,32676,18,3,0,0,1,0,1
52,12912,8,4,1,0,0,0,1
40,22500,15,1,0,0,0,0,0
42,18000,14,2,0,0,0,0,0
28,29427,16,6,1,1,0,0,1
57,30303,15,2,1,0,0,0,1
26,5694,12,4,1,0,0,0,0
31,21129,11,7,1,0,0,0,0
33,19200,6,6,1,0,0,0,0
36,7536,14,1,0,0,0,0,0
34,18975,16,3,1,1,0,0,0
33,1560,8,5,1,0,0,0,0
32,15840,12,1,0,0,0,0,0
37,8694,12,7,0,0,0,0,0
26,47016,16,1,0,0,0,0,0
32,24000,14,3,0,0,0,0,0
34,15459,15,3,0,0,0,0,1
26,32460,12,1,0,0,0,0,1
46,35100,15,3,1,1,1,0,0
33,12240,10,6,1,0,0,0,0
32,47391,13,3,1,1,0,0,1
44,12960,10,8,1,0,0,0,0
26,35325,12,2,0,0,0,0,1
49,36720,16,2,1,0,0,0,1
26,9801,12,3,0,0,0,0,0
35,40164,14,4,1,1,0,0,1
37,54324,12,3,1,1,1,0,1
50,22137,12,1,0,0,0,0,0
32,16215,8,8,1,1,0,0,1
35,16917,12,6,0,0,0,0,0
28,29922,11,6,1,1,0,0,1
33,26448,16,3,1,1,0,0,0
49,10674,15,1,0,0,0,0,0
42,94455,18,5,1,1,1,1,1
36,16506,11,5,1,0,0,0,0
42,15315,12,4,0,0,0,0,0
44,26415,14,2,0,0,0,0,0
59,66288,12,2,1,0,0,1,1
61,38940,12,3,1,0,0,1,1
40,10386,12,3,0,0,0,0,1
29,12000,13,2,0,0,0,0,0
48,23640,15,1,0,0,1,1,0
36,38061,14,4,1,1,0,0,1
29,10176,11,2,0,0,0,0,0
45,29262,12,1,0,0,1,1,1
35,47421,10,4,1,1,0,0,0
31,58122,16,2,1,1,1,0,0
42,16608,12,2,0,0,1,0,1
36,118401,16,4,1,0,0,1,1
42,23400,13,2,0,0,0,0,0
30,45180,18,1,0,0,1,0,1
45,19848,12,5,1,1,0,0,0
52,33624,12,3,1,0,0,0,1
56,4080,3,7,1,0,0,0,1
29,45975,14,4,1,1,0,0,0
30,31785,12,3,1,1,0,0,0
26,15981,12,4,0,0,1,0,1
28,12672,16,2,0,0,1,0,0
40,48402,16,4,1,0,0,1,1
52,26010,12,1,0,0,1,0,1
31,26028,12,5,1,0,0,0,0
39,45420,13,1,0,0,0,0,0
57,14676,12,2,1,1,0,1,1
40,4107,9,2,0,0,0,0,0
25,7680,16,1,0,0,0,0,0
47,24996,18,1,0,0,1,0,0
46,12945,13,3,1,0,0,1,1
48,9966,12,2,0,0,1,0,0
45,114048,12,4,1,1,0,0,1
30,17427,13,2,1,1,0,0,1
54,24654,13,2,0,0,1,0,1
52,23760,13,1,0,0,1,0,0
45,17400,10,3,1,0,0,0,1
30,15330,15,2,0,0,0,0,0
33,10464,11,1,0,0,0,0,0
38,10800,12,4,0,0,0,0,0
38,42054,14,4,1,1,0,0,1
26,9366,14,1,0,0,0,0,0
34,60615,14,4,1,1,0,1,1
34,72375,12,4,1,1,0,0,1
25,14013,13,1,0,0,0,0,0
62,29616,12,2,0,0,0,1,1
39,55191,12,2,1,1,1,0,0
45,53010,16,4,1,1,1,0,0
46,43086,18,3,0,0,1,0,1
61,42246,12,2,1,1,1,1,1
62,22974,12,2,1,1,0,0,1
34,22410,17,1,0,0,0,1,0
53,26295,18,1,0,0,1,0,1
43,26463,14,1,0,0,1,1,1
25,20448,13,1,0,0,1,0,0
61,49050,12,4,1,0,0,0,1
43,11400,12,4,0,0,1,0,1
46,90141,18,1,0,0,0,1,0
31,13770,12,1,0,0,0,0,1
35,7860,14,2,0,0,0,0,0
34,56574,17,4,1,1,1,1,1
30,40950,18,1,0,0,0,0,0
53,43521,14,2,1,1,0,1,1
44,34794,12,2,1,0,0,0,1
35,51372,15,3,1,1,0,1,1
26,21216,16,1,0,0,1,0,0
31,59544,16,4,1,1,1,0,1
31,16128,12,2,0,0,0,0,0
37,47643,12,3,1,1,0,1,1
43,12750,16,6,1,0,0,0,0
61,10032,12,1,0,0,0,0,0
46,26172,12,4,1,1,0,0,0
45,8067,15,1,0,0,0,0,1
29,45612,15,2,1,1,0,0,0
26,57975,16,1,0,0,0,0,1
58,36900,12,2,1,0,0,0,1
34,36474,16,1,0,0,1,0,1
33,84621,18,4,1,1,0,0,1
27,8928,12,3,0,0,0,0,0
36,17274,14,4,1,0,0,0,1
63,35547,15,3,1,1,0,1,1
48,66450,12,2,1,1,1,1,1
38,90045,18,4,1,0,0,1,1
53,8166,8,1,0,0,1,0,1
47,64500,15,3,1,1,0,0,1
49,4218,12,1,0,0,0,0,1
62,20526,8,3,1,0,0,0,0
31,37461,12,4,1,1,0,0,1
36,23700,12,4,1,1,0,0,1
25,46506,14,2,1,1,0,0,0
28,49125,17,3,1,1,0,1,1
32,39465,14,5,1,1,1,0,0
48,24090,8,3,1,1,0,0,1
34,14976,12,1,0,0,0,0,0
36,24792,12,6,1,1,0,0,0
47,42150,13,4,1,0,0,0,1
45,27033,12,4,1,0,1,0,1
45,54150,14,3,1,1,0,1,1
37,19140,16,4,1,1,0,0,1
40,67128,14,2,1,0,0,1,1
54,23832,13,3,1,0,1,0,1
42,27000,13,1,0,0,1,0,1
36,55152,12,4,1,1,0,1,1
51,26106,13,2,1,1,1,0,1
46,34455,12,4,1,1,1,0,1
28,19542,12,4,1,1,1,0,1
33,19347,13,3,1,1,0,0,0
29,6375,16,2,1,0,0,0,0
52,51030,13,3,1,0,1,1,1
49,9051,12,1,0,0,0,0,1
52,39219,12,2,1,0,0,0,1
29,20430,12,1,0,0,0,0,0
28,23883,12,3,1,1,0,0,1
35,71700,16,3,1,1,0,0,1
59,33051,10,3,1,1,0,0,1
27,13410,16,2,0,0,0,0,0
42,24600,10,7,1,0,0,0,1
32,4608,12,4,0,0,0,0,0
54,9072,10,1,0,0,0,0,1
31,9369,12,3,0,0,0,0,0
40,24687,18,1,0,0,0,0,0
39,27354,18,3,0,0,1,1,1
39,29151,13,5,1,1,0,0,1
52,43341,16,2,1,0,0,1,1
28,8088,12,3,0,0,0,0,0
37,40404,14,5,1,1,0,0,1
50,13443,12,4,1,0,0,0,0
25,25395,15,1,0,0,0,0,1
45,15936,12,2,0,0,0,1,1
36,17820,12,4,1,0,0,0,1
37,32370,16,4,1,1,0,0,1
41,8760,12,3,0,0,0,0,1
28,32430,12,3,1,0,0,0,0
44,104460,18,4,1,0,0,1,1
37,12630,12,3,0,0,0,0,0
43,25872,12,5,1,0,0,0,1
60,15801,12,2,1,0,0,0,1
51,13500,12,2,0,0,0,0,0
39,46104,14,3,1,1,0,0,1
32,14790,12,1,0,0,0,0,0
38,50550,12,6,1,1,1,0,0
62,12036,10,1,0,0,0,0,0
58,19890,8,2,1,0,0,0,1
32,34263,12,3,1,1,0,0,0
35,17244,15,6,1,1,1,0,1
62,26034,10,6,1,1,0,0,0
59,79323,18,2,1,0,0,1,1
26,21975,16,2,1,0,0,0,0
29,16203,12,4,1,1,1,0,0
39,8700,16,3,0,0,0,0,0
57,30840,12,2,1,0,0,0,1
31,27225,12,1,0,0,0,0,1
47,35814,12,3,1,1,0,1,1
53,52008,12,2,1,1,0,0,1
44,47769,12,6,1,0,0,0,1
59,41934,12,2,1,1,0,1,1
27,34704,14,5,1,1,0,0,1
31,13317,15,4,1,1,0,0,1
30,19386,14,2,0,0,0,0,0
56,29301,16,2,0,0,1,0,1
32,55680,12,5,1,1,0,0,1
31,12234,13,3,1,0,0,0,0
39,19635,12,5,1,0,0,0,1
40,70602,16,4,1,1,1,0,1
41,27012,16,4,1,1,0,0,1
37,26052,11,8,1,1,0,0,1
31,24486,12,5,1,1,0,0,0
29,36666,14,3,1,1,0,1,0
40,44610,12,6,1,1,0,0,0
32,12240,12,2,0,0,0,0,0
25,3150,16,1,0,0,0,0,0
61,10200,5,1,0,0,1,0,0
48,9180,13,1,0,0,0,0,1
39,70650,12,2,1,1,1,1,1
60,15000,10,3,1,0,0,0,1
31,44241,12,3,0,1,0,0,1
46,33288,13,2,1,0,0,0,0
43,96336,18,4,1,1,0,1,1
34,60108,18,2,1,1,0,0,0
